0.000000000000000000e+00 -5.717290726327494549e-03 -4.947217954384425553e+01 4.948551607664041541e+01 2.830000000000000071e+01
1.000000000000000021e-02 -6.060657931460883795e-03 -1.505667444716982439e+00 1.511312537326325867e+00 2.950000000000000000e+01
2.000000000000000042e-02 -2.899297118976209425e-03 -1.129799001849729700e+00 1.127293641370789690e+00 2.960000000000000142e+01
2.999999999999999889e-02 4.647349132176930263e-03 -9.480905187486063923e-01 9.475316783326045433e-01 3.060000000000000142e+01
4.000000000000000083e-02 8.564916911136825819e-04 -8.510639632105642116e-01 8.495578409988281399e-01 3.069999999999999929e+01
5.000000000000000278e-02 1.102432251274164214e-03 -7.785211369824740490e-01 7.775181919695229871e-01 3.069999999999999929e+01
5.999999999999999778e-02 9.206404557418147510e-04 -7.216652367257611056e-01 7.207576419639805110e-01 2.930000000000000071e+01
7.000000000000000666e-02 8.270721452746719431e-04 -6.755903332268414774e-01 6.747745874976895930e-01 2.930000000000000071e+01
8.000000000000000167e-02 7.742072877592477004e-04 -6.374212117985487147e-01 6.367073753809139314e-01 2.930000000000000071e+01
8.999999999999999667e-02 7.112151323938609160e-04 -6.049667356694088394e-01 6.043408967892717198e-01 2.930000000000000071e+01
1.000000000000000056e-01 6.407311405527841078e-04 -5.766732757284076527e-01 5.761253579864780150e-01 2.930000000000000071e+01
1.100000000000000006e-01 5.789455996187382143e-04 -5.514774839833469500e-01 5.509968679648495904e-01 2.930000000000000071e+01
1.199999999999999956e-01 5.326030417165320127e-04 -5.286492205276782652e-01 5.282233795694175615e-01 2.930000000000000071e+01
1.300000000000000044e-01 4.982536878312435018e-04 -5.076735458320962291e-01 5.072914654136346790e-01 2.930000000000000071e+01
1.400000000000000133e-01 4.706625025639312268e-04 -4.881728137615540253e-01 4.878269698695040790e-01 2.930000000000000071e+01
1.499999999999999944e-01 4.469883492833872035e-04 -4.698597238128519593e-01 4.695451286923724710e-01 2.930000000000000071e+01
1.600000000000000033e-01 4.263727419726985623e-04 -4.525100741472675159e-01 4.522228213123044571e-01 2.919999999999999929e+01
1.700000000000000122e-01 4.085329909836299248e-04 -4.359460750201157864e-01 4.356827657561272993e-01 2.919999999999999929e+01
1.799999999999999933e-01 3.931178659291367284e-04 -4.200250849838221279e-01 4.197828339657748153e-01 2.919999999999999929e+01
1.900000000000000022e-01 3.797003151183284174e-04 -4.046314774958258420e-01 4.044079376055900177e-01 2.919999999999999929e+01
2.000000000000000111e-01 3.679030915219867574e-04 -3.896706140531506768e-01 3.894638776431385563e-01 2.919999999999999929e+01
2.099999999999999922e-01 3.574437380046301582e-04 -3.750643568495100055e-01 3.748728260894693687e-01 2.919999999999999929e+01
2.200000000000000011e-01 3.481141132562339349e-04 -3.607477214888487049e-01 3.605700184613099268e-01 2.919999999999999929e+01
2.300000000000000100e-01 3.397502905664642726e-04 -3.466663556585221628e-01 3.465012726536515486e-01 2.919999999999999929e+01
2.399999999999999911e-01 3.322156151203063245e-04 -3.327746047926666839e-01 3.326210734740510655e-01 2.919999999999999929e+01
2.500000000000000000e-01 3.253945549210201138e-04 -3.190339993926343820e-01 3.188910666996137566e-01 2.919999999999999929e+01
2.600000000000000089e-01 3.191901839584903255e-04 -3.054120560378163485e-01 3.052788642882945380e-01 2.919999999999999929e+01
2.700000000000000178e-01 3.135216836306386795e-04 -2.918813187425481903e-01 2.917570898704787141e-01 2.919999999999999929e+01
2.800000000000000266e-01 3.083214715050626594e-04 -2.784185861397409090e-01 2.783026095108702691e-01 2.919999999999999929e+01
2.899999999999999800e-01 3.035325396103227000e-04 -2.650042823327715680e-01 2.648959052409757264e-01 2.919999999999999929e+01
2.999999999999999889e-01 2.991063695314378850e-04 -2.516219394030906886e-01 2.515205595483613887e-01 2.919999999999999929e+01
3.099999999999999978e-01 2.950013916229375600e-04 -2.382577678327875426e-01 2.381628273329788326e-01 2.919999999999999929e+01
3.200000000000000067e-01 2.911818175911248504e-04 -2.249002971482252367e-01 2.248112777769837034e-01 2.919999999999999929e+01
3.300000000000000155e-01 2.876167057246146845e-04 -2.115400732599192479e-01 2.114564926580574100e-01 2.919999999999999929e+01
3.400000000000000244e-01 2.842791957459461652e-04 -1.981694019253397165e-01 1.980908105635856009e-01 2.919999999999999929e+01
3.500000000000000333e-01 2.811458801055287176e-04 -1.847821299796080508e-01 1.847081086725475552e-01 2.919999999999999929e+01
3.599999999999999867e-01 2.781962826109396730e-04 -1.713734576794246067e-01 1.713036154831082680e-01 2.919999999999999929e+01
3.699999999999999956e-01 2.754124225132708421e-04 -1.579397768196488250e-01 1.578737491975521767e-01 2.930000000000000071e+01
3.800000000000000044e-01 2.727784473794830650e-04 -1.444785303310315294e-01 1.444159775199733708e-01 2.930000000000000071e+01
3.900000000000000133e-01 2.702803268215848444e-04 -1.309880899079639283e-01 1.309286954523573299e-01 2.930000000000000071e+01
4.000000000000000222e-01 2.679055996260765789e-04 -1.174676489130310753e-01 1.174111183458792507e-01 2.930000000000000071e+01
4.100000000000000311e-01 2.656431605630562632e-04 -1.039171283371519844e-01 1.038631879805592129e-01 2.930000000000000071e+01
4.199999999999999845e-01 2.634830860055408625e-04 -9.033709399343764490e-02 9.028548986424350664e-02 2.930000000000000071e+01
4.299999999999999933e-01 2.614164798052766108e-04 -7.672868344255388828e-02 7.667918023073566625e-02 2.930000000000000071e+01
4.400000000000000022e-01 2.594353482156535489e-04 -6.309354137414933950e-02 6.304592149077624386e-02 2.930000000000000071e+01
4.500000000000000111e-01 2.575324872864048981e-04 -4.943376239294688251e-02 4.938782506399761602e-02 2.930000000000000071e+01
4.600000000000000200e-01 2.557013911632291915e-04 -3.575184030698788651e-02 3.570740071006617972e-02 2.930000000000000071e+01
4.700000000000000289e-01 2.539361696120950558e-04 -2.205062316248949245e-02 2.200751159550336927e-02 2.930000000000000071e+01
4.799999999999999822e-01 2.522314785994985245e-04 -8.333273366950258790e-03 8.291334442375552019e-03 2.939999999999999858e+01
4.899999999999999911e-01 2.505824585933911879e-04 5.396767677639102180e-03 -5.437675812737432363e-03 2.939999999999999858e+01
5.000000000000000000e-01 2.489846820032895090e-04 1.913581094392911158e-02 -1.917581736310485646e-02 2.930000000000000071e+01
5.100000000000000089e-01 2.474341072067049829e-04 3.287994761155179496e-02 -3.291916933904217440e-02 2.930000000000000071e+01
5.200000000000000178e-01 2.459270397008750256e-04 4.662507378265708102e-02 -4.666361649570150566e-02 2.930000000000000071e+01
5.300000000000000266e-01 2.444600999714483837e-04 6.036691246211706163e-02 -6.040487116400305306e-02 2.930000000000000071e+01
5.400000000000000355e-01 2.430301945795404234e-04 7.410103315373950394e-02 -7.413849281866212448e-02 2.930000000000000071e+01
5.500000000000000444e-01 2.416344934648173050e-04 8.782286940163343270e-02 -8.785990558804768202e-02 2.930000000000000071e+01
5.600000000000000533e-01 2.402704093640322303e-04 1.015277345753282240e-01 -1.015644140082283542e-01 2.939999999999999858e+01
5.700000000000000622e-01 2.389355811564552773e-04 1.152108361759926619e-01 -1.152472172975105985e-01 2.939999999999999858e+01
5.799999999999999600e-01 2.376278573718234872e-04 1.288672889158150869e-01 -1.289034224061151312e-01 2.939999999999999858e+01
5.899999999999999689e-01 2.363452845100849533e-04 1.424921268011963005e-01 -1.425280560672980701e-01 2.939999999999999858e+01
5.999999999999999778e-01 2.350860934171369735e-04 1.560803144197390468e-01 -1.561160760577615381e-01 2.939999999999999858e+01
6.099999999999999867e-01 2.338486873693723731e-04 1.696267576152756529e-01 -1.696623818467277167e-01 2.939999999999999858e+01
6.199999999999999956e-01 2.326316334779511010e-04 1.831263137063718072e-01 -1.831618247864690296e-01 2.939999999999999858e+01
6.300000000000000044e-01 2.314336487536465255e-04 1.965738013769947889e-01 -1.966092179860616240e-01 2.939999999999999858e+01
6.400000000000000133e-01 2.302535931786842919e-04 2.099640103542779745e-01 -2.099993459633216486e-01 2.950000000000000000e+01
6.500000000000000222e-01 2.290904577418748306e-04 2.232917109517941479e-01 -2.233269741736200187e-01 2.950000000000000000e+01
6.600000000000000311e-01 2.279433547431444556e-04 2.365516635476130891e-01 -2.365868584710835443e-01 2.950000000000000000e+01
6.700000000000000400e-01 2.268115091047168737e-04 2.497386280389250479e-01 -2.497737545474643106e-01 2.939999999999999858e+01
6.800000000000000488e-01 2.256942476433470700e-04 2.628473732977030242e-01 -2.628824273768357034e-01 2.939999999999999858e+01
6.900000000000000577e-01 2.245909903215776620e-04 2.758726866378821696e-01 -2.759076606704494172e-01 2.900000000000000000e+01
7.000000000000000666e-01 2.235012408808730012e-04 2.888093832880985756e-01 -2.888442663391489473e-01 2.860000000000000142e+01
7.099999999999999645e-01 2.224245776569180779e-04 3.016523158508511715e-01 -3.016870939435358778e-01 2.869999999999999929e+01
7.199999999999999734e-01 2.213606452554026929e-04 3.143963837240844605e-01 -3.144310401053505011e-01 2.910000000000000142e+01
7.299999999999999822e-01 2.203091460047390277e-04 3.270365424436779134e-01 -3.270710578422628689e-01 2.960000000000000142e+01
7.399999999999999911e-01 2.192698323230528909e-04 3.395678129127147615e-01 -3.396021657864845555e-01 2.980000000000000071e+01
7.500000000000000000e-01 2.182424990039903657e-04 3.519852904654250936e-01 -3.520194572412258527e-01 2.989999999999999858e+01
7.600000000000000089e-01 2.172269769422008258e-04 3.642841537229482562e-01 -3.643181090254060672e-01 3.000000000000000000e+01
7.700000000000000178e-01 2.162231270075284700e-04 3.764596731917428385e-01 -3.764933900627080998e-01 3.000000000000000000e+01
7.800000000000000266e-01 2.152308331553816649e-04 3.885072195558775254e-01 -3.885406696642595969e-01 3.019999999999999929e+01
7.900000000000000355e-01 2.142499996679239215e-04 4.004222716220449119e-01 -4.004554254616239928e-01 3.080000000000000071e+01
8.000000000000000444e-01 2.132805446146169583e-04 4.122004238719461089e-01 -4.122332509494092689e-01 3.119999999999999929e+01
8.100000000000000533e-01 2.123223974057164120e-04 4.238373935850510699e-01 -4.238698625963574496e-01 3.150000000000000000e+01
8.200000000000000622e-01 2.113754948387627677e-04 4.353290274998679044e-01 -4.353611064956068866e-01 3.210000000000000142e+01
8.300000000000000711e-01 2.104397791900035168e-04 4.466713079826981070e-01 -4.467029645213271838e-01 3.210000000000000142e+01
8.399999999999999689e-01 2.095151946212980430e-04 4.578603586805289338e-01 -4.578915599717213181e-01 3.210000000000000142e+01
8.499999999999999778e-01 2.086016868915836688e-04 4.688924496411471243e-01 -4.689231626768823880e-01 3.210000000000000142e+01
8.599999999999999867e-01 2.076992005982548223e-04 4.797640018844309129e-01 -4.797941935607804020e-01 3.210000000000000142e+01
8.699999999999999956e-01 2.068076792480523767e-04 4.904715914205610150e-01 -4.905012286470632477e-01 3.270000000000000284e+01
8.800000000000000044e-01 2.059270633306985231e-04 5.010119527054019972e-01 -5.010410025073015472e-01 3.279999999999999716e+01
8.900000000000000133e-01 2.050572905767913327e-04 5.113819815412664616e-01 -5.114104111505548556e-01 3.279999999999999716e+01
9.000000000000000222e-01 2.041982951690949483e-04 5.215787374235458795e-01 -5.216065143618505706e-01 3.289999999999999858e+01
9.100000000000000311e-01 2.033500078006805485e-04 5.315994453436669875e-01 -5.316265374971489432e-01 3.289999999999999858e+01
9.200000000000000400e-01 2.025123552878425914e-04 5.414414970622717371e-01 -5.414678727491586407e-01 3.289999999999999858e+01
9.300000000000000488e-01 2.016852608232530281e-04 5.511024518667358985e-01 -5.511280798976379014e-01 3.300000000000000000e+01
9.400000000000000577e-01 2.008686440283357223e-04 5.605800368344044937e-01 -5.606048865660424596e-01 3.360000000000000142e+01
9.500000000000000666e-01 2.000624213589063537e-04 5.698721466178846562e-01 -5.698961880015332992e-01 3.370000000000000284e+01
9.599999999999999645e-01 1.992665056181950711e-04 5.789768427811730067e-01 -5.790000464057261098e-01 3.379999999999999716e+01
9.699999999999999734e-01 1.984808069570704844e-04 5.878923527055955889e-01 -5.879146898352949346e-01 3.379999999999999716e+01
9.799999999999999822e-01 1.977052324010084906e-04 5.966170680957569861e-01 -5.966385107044850367e-01 3.379999999999999716e+01
9.899999999999999911e-01 1.969396871551834006e-04 6.051495431087542398e-01 -6.051700639084705013e-01 3.379999999999999716e+01
1.000000000000000000e+00 1.961840730354099044e-04 6.134884921353119802e-01 -6.135080646038783003e-01 3.379999999999999716e+01
1.010000000000000009e+00 1.954382911274538852e-04 6.216327872618050421e-01 -6.216513856636164403e-01 3.370000000000000284e+01
1.020000000000000018e+00 1.947022392683890851e-04 6.295814554366039317e-01 -6.295990548442177426e-01 3.370000000000000284e+01
1.030000000000000027e+00 1.939758147794373722e-04 6.373336753740097560e-01 -6.373502516833229325e-01 3.370000000000000284e+01
1.040000000000000036e+00 1.932589129794198466e-04 6.448887742161991676e-01 -6.449043041620970973e-01 3.370000000000000284e+01
1.050000000000000044e+00 1.925514281836977878e-04 6.522462239869467604e-01 -6.522606851542123163e-01 3.370000000000000284e+01
1.060000000000000053e+00 1.918532531105227967e-04 6.594056378552192177e-01 -6.594190086895592717e-01 3.370000000000000284e+01
1.070000000000000062e+00 1.911642804899747674e-04 6.663667662415174719e-01 -6.663790260562114653e-01 3.370000000000000284e+01
1.080000000000000071e+00 1.904844010606258594e-04 6.731294927836959374e-01 -6.731406217669920755e-01 3.370000000000000284e+01
1.090000000000000080e+00 1.898135054984990641e-04 6.796938301913508784e-01 -6.797038094107076267e-01 3.370000000000000284e+01
1.100000000000000089e+00 1.891514841829711202e-04 6.860599160073808100e-01 -6.860687274115784273e-01 3.370000000000000284e+01
1.110000000000000098e+00 1.884982257004077686e-04 6.922280082967837700e-01 -6.922356347195122162e-01 3.370000000000000284e+01
1.120000000000000107e+00 1.878536191480199684e-04 6.981984812868290424e-01 -6.982049064461852694e-01 3.370000000000000284e+01
1.130000000000000115e+00 1.872175525432344129e-04 7.039718209713555774e-01 -7.039770294694365216e-01 3.370000000000000284e+01
1.140000000000000124e+00 1.865899131094447708e-04 7.095486207006413970e-01 -7.095525980229393515e-01 3.370000000000000284e+01
1.150000000000000133e+00 1.859705876972317102e-04 7.149295767700502013e-01 -7.149323092823974823e-01 3.370000000000000284e+01
1.159999999999999920e+00 1.853594620812793663e-04 7.201154840247838695e-01 -7.201169589711809982e-01 3.370000000000000284e+01
1.169999999999999929e+00 1.847564213573931813e-04 7.251072314912673233e-01 -7.251074369894342508e-01 3.370000000000000284e+01
1.179999999999999938e+00 1.841613495939103398e-04 7.299057980501019172e-01 -7.299047230875773673e-01 3.370000000000000284e+01
