0.000000000000000000e+00 -2.881893964303948175e-01 1.474363390279635588e+00 2.330000000000000071e+01
1.000000000000000021e-02 -2.874110858706704352e-01 1.474373109574715013e+00 2.339999999999999858e+01
2.000000000000000042e-02 -2.858522988677251186e-01 1.474395543141079346e+00 2.339999999999999858e+01
2.999999999999999889e-02 -2.847709070274399568e-01 1.474395453267135503e+00 2.339999999999999858e+01
4.000000000000000083e-02 -2.836915119479188618e-01 1.474397013502927178e+00 2.339999999999999858e+01
5.000000000000000278e-02 -2.825745617001659271e-01 1.474395507677951800e+00 2.339999999999999858e+01
5.999999999999999778e-02 -2.814272009640190753e-01 1.474390653578266930e+00 2.339999999999999858e+01
7.000000000000000666e-02 -2.802487490982419338e-01 1.474382543068133433e+00 2.339999999999999858e+01
8.000000000000000167e-02 -2.790390410185500936e-01 1.474371172940650343e+00 2.339999999999999858e+01
8.999999999999999667e-02 -2.777982158396385959e-01 1.474356551952878958e+00 2.339999999999999858e+01
1.000000000000000056e-01 -2.765264249399256857e-01 1.474338678201816188e+00 2.339999999999999858e+01
1.100000000000000006e-01 -2.752238165089792576e-01 1.474317559812331480e+00 2.339999999999999858e+01
1.199999999999999956e-01 -2.738905384113559660e-01 1.474293200566966222e+00 2.339999999999999858e+01
1.300000000000000044e-01 -2.725267397063744768e-01 1.474265609191589776e+00 2.339999999999999858e+01
1.400000000000000133e-01 -2.711325754494915419e-01 1.474234787187432172e+00 2.339999999999999858e+01
1.499999999999999944e-01 -2.697082037435353796e-01 1.474200750803023929e+00 2.339999999999999858e+01
1.600000000000000033e-01 -2.682537850861793083e-01 1.474163508399622513e+00 2.339999999999999858e+01
1.700000000000000122e-01 -2.667694880448711059e-01 1.474123071005072116e+00 2.339999999999999858e+01
1.799999999999999933e-01 -2.652554797085213689e-01 1.474079454057394933e+00 2.339999999999999858e+01
1.900000000000000022e-01 -2.637119358259508717e-01 1.474032670278426105e+00 2.339999999999999858e+01
2.000000000000000111e-01 -2.621390259519144061e-01 1.473982737620849859e+00 2.339999999999999858e+01
2.099999999999999922e-01 -2.605369303775925127e-01 1.473929670909279510e+00 2.339999999999999858e+01
2.200000000000000011e-01 -2.589058331624195519e-01 1.473873492411653885e+00 2.339999999999999858e+01
2.300000000000000100e-01 -2.572459190992031353e-01 1.473814222711727684e+00 2.339999999999999858e+01
2.399999999999999911e-01 -2.555573760533502714e-01 1.473751881464735236e+00 2.339999999999999858e+01
2.500000000000000000e-01 -2.538403939783636099e-01 1.473686492633634826e+00 2.339999999999999858e+01
2.600000000000000089e-01 -2.520951661385874565e-01 1.473618082199506185e+00 2.339999999999999858e+01
2.700000000000000178e-01 -2.503218886101644114e-01 1.473546674395389777e+00 2.339999999999999858e+01
2.800000000000000266e-01 -2.485207606032575622e-01 1.473472296509791946e+00 2.339999999999999858e+01
2.899999999999999800e-01 -2.466919820914068584e-01 1.473394978753505002e+00 2.339999999999999858e+01
2.999999999999999889e-01 -2.448357596856960694e-01 1.473314748345315284e+00 2.339999999999999858e+01
3.099999999999999978e-01 -2.429522985317032202e-01 1.473231637925144888e+00 2.339999999999999858e+01
3.200000000000000067e-01 -2.410418099262348346e-01 1.473145680003982605e+00 2.339999999999999858e+01
3.300000000000000155e-01 -2.391045029052571991e-01 1.473056907033612140e+00 2.339999999999999858e+01
3.400000000000000244e-01 -2.371405955151716649e-01 1.472965355531538290e+00 2.339999999999999858e+01
3.500000000000000333e-01 -2.351503031540643218e-01 1.472871060758488504e+00 2.339999999999999858e+01
3.599999999999999867e-01 -2.331338463288154805e-01 1.472774058662007723e+00 2.339999999999999858e+01
3.699999999999999956e-01 -2.310914475766970289e-01 1.472674392122579778e+00 2.339999999999999858e+01
3.800000000000000044e-01 -2.290233300904653546e-01 1.472572096229461280e+00 2.339999999999999858e+01
3.900000000000000133e-01 -2.269297223093524052e-01 1.472467214499138199e+00 2.339999999999999858e+01
4.000000000000000222e-01 -2.248108535112847972e-01 1.472359789153101062e+00 2.339999999999999858e+01
4.100000000000000311e-01 -2.226669550597929481e-01 1.472249861700707374e+00 2.339999999999999858e+01
4.199999999999999845e-01 -2.204982620431235607e-01 1.472137478582042025e+00 2.339999999999999858e+01
4.299999999999999933e-01 -2.183050087016414620e-01 1.472022684250227753e+00 2.339999999999999858e+01
4.400000000000000022e-01 -2.160874373487667033e-01 1.471905525490324163e+00 2.339999999999999858e+01
4.500000000000000111e-01 -2.138457864781861950e-01 1.471786050079292085e+00 2.339999999999999858e+01
4.600000000000000200e-01 -2.115803002314017855e-01 1.471664307102392488e+00 2.339999999999999858e+01
4.700000000000000289e-01 -2.092912228285739307e-01 1.471540344655921428e+00 2.339999999999999858e+01
4.799999999999999822e-01 -2.069788050427886772e-01 1.471414217090710741e+00 2.339999999999999858e+01
4.899999999999999911e-01 -2.046432927409465308e-01 1.471285970469902615e+00 2.339999999999999858e+01
5.000000000000000000e-01 -2.022849404709374521e-01 1.471155663359090315e+00 2.339999999999999858e+01
5.100000000000000089e-01 -1.999039998570075471e-01 1.471023345595198206e+00 2.339999999999999858e+01
5.200000000000000178e-01 -1.975007310295324170e-01 1.470889073690065496e+00 2.339999999999999858e+01
5.300000000000000266e-01 -1.950753890015320124e-01 1.470752902550700236e+00 2.339999999999999858e+01
5.400000000000000355e-01 -1.926282305526468286e-01 1.470614886291778056e+00 2.339999999999999858e+01
5.500000000000000444e-01 -1.901595277237401183e-01 1.470475086000212706e+00 2.339999999999999858e+01
5.600000000000000533e-01 -1.876695337333559033e-01 1.470333556179000745e+00 2.339999999999999858e+01
5.700000000000000622e-01 -1.851585212413813519e-01 1.470190357733854869e+00 2.339999999999999858e+01
5.799999999999999600e-01 -1.826267565676694404e-01 1.470045548790091194e+00 2.339999999999999858e+01
5.899999999999999689e-01 -1.800745095037792343e-01 1.469899190321408033e+00 2.339999999999999858e+01
5.999999999999999778e-01 -1.775020522319341598e-01 1.469751343023004919e+00 2.339999999999999858e+01
6.099999999999999867e-01 -1.749096584327957393e-01 1.469602068521057570e+00 2.339999999999999858e+01
6.199999999999999956e-01 -1.722976036484449303e-01 1.469451429135133047e+00 2.339999999999999858e+01
6.300000000000000044e-01 -1.696661654403297803e-01 1.469299487496095402e+00 2.339999999999999858e+01
6.400000000000000133e-01 -1.670156227997368625e-01 1.469146307380459815e+00 2.339999999999999858e+01
6.500000000000000222e-01 -1.643462558901970516e-01 1.468991954592735460e+00 2.339999999999999858e+01
6.600000000000000311e-01 -1.616583508360424914e-01 1.468836487703016225e+00 2.339999999999999858e+01
6.700000000000000400e-01 -1.589521864797214523e-01 1.468679977035943773e+00 2.339999999999999858e+01
6.800000000000000488e-01 -1.562280549360917647e-01 1.468522488687465488e+00 2.339999999999999858e+01
6.900000000000000577e-01 -1.534862404502442823e-01 1.468364085049896905e+00 2.339999999999999858e+01
7.000000000000000666e-01 -1.507270340879317272e-01 1.468204834949100590e+00 2.339999999999999858e+01
7.099999999999999645e-01 -1.479507268124259367e-01 1.468044804283136884e+00 2.339999999999999858e+01
7.199999999999999734e-01 -1.451576116359605817e-01 1.467884060227238496e+00 2.339999999999999858e+01
7.299999999999999822e-01 -1.423479831920634320e-01 1.467722670221091263e+00 2.339999999999999858e+01
7.399999999999999911e-01 -1.395221374162937678e-01 1.467560699591168527e+00 2.339999999999999858e+01
7.500000000000000000e-01 -1.366803742433160551e-01 1.467398225785746080e+00 2.339999999999999858e+01
7.600000000000000089e-01 -1.338229888379187382e-01 1.467235299570834206e+00 2.339999999999999858e+01
7.700000000000000178e-01 -1.309502855447026159e-01 1.467072009565983493e+00 2.339999999999999858e+01
7.800000000000000266e-01 -1.280625665326247942e-01 1.466908408186392787e+00 2.339999999999999858e+01
7.900000000000000355e-01 -1.251601350460105899e-01 1.466744572057068208e+00 2.339999999999999858e+01
8.000000000000000444e-01 -1.222432974641253639e-01 1.466580569014855673e+00 2.339999999999999858e+01
8.100000000000000533e-01 -1.193123603216524331e-01 1.466416466035033395e+00 2.339999999999999858e+01
8.200000000000000622e-01 -1.163676325253947264e-01 1.466252333608650371e+00 2.339999999999999858e+01
8.300000000000000711e-01 -1.134094245174853133e-01 1.466088244396506868e+00 2.339999999999999858e+01
8.399999999999999689e-01 -1.104380469568941037e-01 1.465924252051283627e+00 2.339999999999999858e+01
8.499999999999999778e-01 -1.074538131438178279e-01 1.465760445974854997e+00 2.339999999999999858e+01
8.599999999999999867e-01 -1.044570375085283054e-01 1.465596881531264328e+00 2.339999999999999858e+01
8.699999999999999956e-01 -1.014480357660179216e-01 1.465433629762161960e+00 2.339999999999999858e+01
8.800000000000000044e-01 -9.842712445715659508e-02 1.465270766202843244e+00 2.339999999999999858e+01
8.900000000000000133e-01 -9.539462416351249252e-02 1.465108348630132395e+00 2.339999999999999858e+01
9.000000000000000222e-01 -9.235085138579238184e-02 1.464946449099097991e+00 2.339999999999999858e+01
9.100000000000000311e-01 -8.929612935092587356e-02 1.464785138761850680e+00 2.339999999999999858e+01
9.200000000000000400e-01 -8.623078156082505941e-02 1.464624481555544921e+00 2.339999999999999858e+01
9.300000000000000488e-01 -8.315513072649620419e-02 1.464464545275015794e+00 2.339999999999999858e+01
9.400000000000000577e-01 -8.006950192451128823e-02 1.464305395097611484e+00 2.339999999999999858e+01
9.500000000000000666e-01 -7.697421892980664537e-02 1.464147103725942811e+00 2.339999999999999858e+01
9.599999999999999645e-01 -7.386961269237372896e-02 1.463989730949286638e+00 2.339999999999999858e+01
9.699999999999999734e-01 -7.075601004143423911e-02 1.463833345455400003e+00 2.339999999999999858e+01
9.799999999999999822e-01 -6.763374126920747298e-02 1.463678011844546711e+00 2.339999999999999858e+01
9.899999999999999911e-01 -6.450313684293944305e-02 1.463523792595610162e+00 2.339999999999999858e+01
1.000000000000000000e+00 -6.136452977003249015e-02 1.463370759697641299e+00 2.339999999999999858e+01
1.010000000000000009e+00 -5.821825287715852448e-02 1.463218967170086815e+00 2.339999999999999858e+01
1.020000000000000018e+00 -5.506464037478626256e-02 1.463068484263715385e+00 2.339999999999999858e+01
1.030000000000000027e+00 -5.190402712307817107e-02 1.462919376327109777e+00 2.339999999999999858e+01
1.040000000000000036e+00 -4.873675199582755413e-02 1.462771690995981588e+00 2.339999999999999858e+01
1.050000000000000044e+00 -4.556314815198547752e-02 1.462625507243519474e+00 2.339999999999999858e+01
1.060000000000000053e+00 -4.238355701396052250e-02 1.462480875066750619e+00 2.339999999999999858e+01
1.070000000000000062e+00 -3.919831692526343919e-02 1.462337857765851457e+00 2.339999999999999858e+01
1.080000000000000071e+00 -3.600776821760501983e-02 1.462196514259676228e+00 2.339999999999999858e+01
1.090000000000000080e+00 -3.281225201654125456e-02 1.462056902954367743e+00 2.339999999999999858e+01
1.100000000000000089e+00 -2.961211040262866009e-02 1.461919081116482166e+00 2.339999999999999858e+01
1.110000000000000098e+00 -2.640768569365228163e-02 1.461783107438048290e+00 2.339999999999999858e+01
1.120000000000000107e+00 -2.319932237047030166e-02 1.461649035559744902e+00 2.339999999999999858e+01
1.130000000000000115e+00 -1.998736511768185731e-02 1.461516922227479087e+00 2.339999999999999858e+01
1.140000000000000124e+00 -1.677215615428812381e-02 1.461386821650685341e+00 2.339999999999999858e+01
1.150000000000000133e+00 -1.355404468451971295e-02 1.461258786915941021e+00 2.339999999999999858e+01
1.159999999999999920e+00 -1.033337651582232584e-02 1.461132869609236717e+00 2.339999999999999858e+01
1.169999999999999929e+00 -7.110498431908147086e-03 1.461009129422855990e+00 2.339999999999999858e+01
1.179999999999999938e+00 -3.885755480179514491e-03 1.460887601292026217e+00 2.339999999999999858e+01
1.189999999999999947e+00 -6.595007572395440026e-04 1.460768346621853953e+00 2.339999999999999858e+01
1.199999999999999956e+00 2.567921153463597218e-03 1.460651419791808348e+00 2.339999999999999858e+01
1.209999999999999964e+00 5.796153407684994339e-03 1.460536850950963306e+00 2.339999999999999858e+01
1.219999999999999973e+00 9.024858969987895746e-03 1.460424700930381459e+00 2.339999999999999858e+01
1.229999999999999982e+00 1.225367530025617442e-02 1.460315011000826502e+00 2.339999999999999858e+01
